"ID"	"CLONEID"	"GSE22133_hitBLAT"	"GSE22133_geneSymbol"	"GSE22133_description"
"29401"	"H200003992"	"NM_001031804"	"MAF"	"MAF : v-maf musculoaponeurotic fibrosarcoma oncogene"
"29403"	"H200004016"	"NM_017851"	"PARP16"	"PARP16 : poly (ADP-ribose) polymerase family, member 16"
"29406"	"H200004824"	"NM_006233"	"POLR2I"	"POLR2I : DNA directed RNA polymerase II polypeptide I"
"29407"	"H200004064"	"NM_018126"	"TMEM33"	"TMEM33 : transmembrane protein 33"
"29411"	"H200001760"	"uc003lvg.1"	"GALNT10"	"GALNT10 : GalNAc transferase 10 isoform a"
"29413"	"H200001784"	"uc002zyl.1"	"SLC2A11"	"SLC2A11 : Homo sapiens mRNA for SLC2A11 protein variant protein."
"29414"	"H200002478"	"NM_182909"	"DOC1"	"DOC1 : downregulated in ovarian cancer 1 isoform 1"
"29418"	"H200002526"	"NM_199050"	"C21orf25"	"C21orf25 : hypothetical protein LOC25966 isoform 2"
"29419"	"H200001766"	"NM_020190"	"OLFML3"	"OLFML3 : olfactomedin-like 3"
"29420"	"H200002550"	"NM_018469"	"TEX2"	"TEX2 : testis expressed sequence 2"
"29422"	"H200002852"	"NM_014822"	"SEC24D"	"SEC24D : Sec24-related protein D"
"29424"	"H200002876"	"NM_001039479"	"KIAA0317"	"KIAA0317 : hypothetical protein LOC9870"
"29425"	"H200002116"	"NM_152652"	"ZNF553"	"ZNF553 : zinc finger protein 553"
"29427"	"H200002140"	"NM_201647"	"STAMBP"	"STAMBP : STAM binding protein"
"29429"	"H200002164"	"NM_022750"	"PARP12"	"PARP12 : zinc finger CCCH-type domain containing 1"
"29432"	"H200002882"	"uc001vec.1"	"XTP6"	"XTP6 : Homo sapiens XTP6 (XTP6) mRNA, complete cds."
"29433"	"H200002122"	"NM_144669"	"GLT1D1"	"GLT1D1 : glycosyltransferase 1 domain containing 1"
"29438"	"H200003232"	"NM_080668"	"CDCA5"	"CDCA5 : cell division cycle associated 5"
"29439"	"H200002472"	"NM_007247"	"AP1GBP1"	"AP1GBP1 : AP1 gamma subunit binding protein 1 isoform 1"
"29440"	"H200003256"	"NM_018275"	"FLJ10925"	"FLJ10925 : hypothetical protein LOC55262"
"29441"	"H200002496"	"NM_033084"	"FANCD2"	"FANCD2 : Fanconi anemia complementation group D2 isoform"
"29443"	"H200002520"	"NM_145202"	"PRAP1"	"PRAP1 : proline-rich acidic protein 1"
"29444"	"H200003304"	"NM_001025580"	"AMMECR1"	"AMMECR1 : AMMECR1 protein isoform 2"
"29446"	"H200000976"	"NM_014309"	"RBM9"	"RBM9 : RNA binding motif protein 9 isoform 2"
"29447"	"H200000216"	"NM_001711"	"BGN"	"BGN : biglycan preproprotein"
"29448"	"H200001000"	"NM_001034191"	"PPA2"	"PPA2 : inorganic pyrophosphatase 2 isoform 5 precursor"
"29450"	"H200001024"	"NM_015535"	"DNAPTP6"	"DNAPTP6 : hypothetical protein LOC26010"
"29452"	"H200000958"	"NM_005895"	"GOLGA3"	"GOLGA3 : Golgi autoantigen, golgin subfamily a, 3"
"29453"	"H200000198"	"NM_000921"	"PDE3A"	"PDE3A : phosphodiesterase 3A, cGMP-inhibited"
"29455"	"H200000222"	"uc002cmy.1"	"IGFALS"	"IGFALS : insulin-like growth factor binding protein, acid"
"29456"	"H200001006"	"NM_144683"	"DHRS13"	"DHRS13 : dehydrogenase/reductase (SDR family) member 13"
"29458"	"H200001030"	"NM_022826"	"MARCH7"	"MARCH7 : axotrophin"
"29459"	"H200000270"	"NM_004292"	"RIN1"	"RIN1 : ras inhibitor RIN1"
"29463"	"H200000596"	"NM_000312"	"PROC"	"PROC : protein C (inactivator of coagulation factors Va"
"29465"	"H200000620"	"NM_015340"	"LARS2"	"LARS2 : leucyl-tRNA synthetase 2, mitochondrial"
"29466"	"H200001404"	"NM_015305"	"ANGEL1"	"ANGEL1 : angel homolog 1"
"29473"	"H200000626"	"NM_021966"	"TCL1A"	"TCL1A : T-cell lymphoma-1"
"29475"	"H200000650"	"NM_000794"	"DRD1"	"DRD1 : dopamine receptor D1"
"29476"	"H200001712"	"NM_024308"	"MGC4172"	"MGC4172 : short-chain dehydrogenase/reductase"
"29477"	"H200000952"	"NM_033446"	"C9orf28"	"C9orf28 : hypothetical protein LOC89853 isoform 1"
"29478"	"H200001736"	"NM_001545"	"ICT1"	"ICT1 : immature colon carcinoma transcript 1"
"30061"	"H300007924"	"uc003fxj.1"	"BC032042"	"BC032042 : Homo sapiens cDNA clone IMAGE:4819488."
"30062"	"H300000383"	"uc004eoq.1"	"AMMECR1"	"AMMECR1 : AMMECR1 protein isoform 1"
"30070"	"H300000532"	"uc001frq.1"	"BC029599"	"BC029599 : Homo sapiens cDNA clone IMAGE:5295410."
"30073"	"H300010041"	"NM_001080842"	"LOC651503"	"LOC651503 : seven transmembrane helix receptor"
"30075"	"H300006699"	"NM_145029"	"C6orf136"	"C6orf136 : hypothetical protein LOC221545"
"30077"	"H300021612"	"NM_001004349"	"FLJ45422"	"FLJ45422 : hypothetical protein LOC441140"
"30079"	"H300009448"	"NM_181846"	"HKR2"	"HKR2 : GLI-Kruppel family member HKR2"
"30082"	"H300004245"	"NM_001012507"	"C6orf173"	"C6orf173 : hypothetical protein LOC387103"
"30083"	"H300000096"	"uc004are.1"	"AK095132"	"AK095132 : Homo sapiens cDNA FLJ37813 fis, clone BRSSN2002857."
"30088"	"H200003155"	"uc001yxe.1"	"HBT8"	"HBT8 : Homo sapiens mRNA for HBT8 protein, complete cds."
"30089"	"H300006579"	"NM_014883"	"FAM13A1"	"FAM13A1 : family with sequence similarity 13, member A1"
"30090"	"H200011183"	"NM_004836"	"EIF2AK3"	"EIF2AK3 : eukaryotic translation initiation factor 2-alpha"
"30100"	"H300005073"	"uc003xia.1"	"AK057935"	"AK057935 : Homo sapiens cDNA FLJ25206 fis, clone REC05955."
"30109"	"H300002409"	"NM_153612"	"HS3ST5"	"HS3ST5 : heparan sulfate (glucosamine)"
"30116"	"H300017378"	"uc001soy.1"	"DTX3"	"DTX3 : deltex 3 homolog"
"30117"	"H300004877"	"NM_174917"	"LOC197322"	"LOC197322 : hypothetical protein LOC197322"
"30120"	"H300003803"	"NM_001080533"	"MGC5139"	"MGC5139 : hypothetical protein LOC84747"
"30122"	"H300016562"	"uc003xwz.1"	"C8orf45"	"C8orf45 : Homo sapiens cDNA FLJ25692 fis, clone TST04461."
"30126"	"H300021042"	"NM_152772"	"TCP11L2"	"TCP11L2 : t-complex 11 (mouse) like 2"
"30128"	"H300001537"	"NM_173630"	"RTTN"	"RTTN : rotatin"
"30129"	"H300009290"	"NM_206933"	"USH2A"	"USH2A : usherin isoform B"
"30130"	"H300001022"	"NM_173814"	"PRTG"	"PRTG : protogenin"
"30133"	"H300000262"	"NM_001080421"	"UNC13A"	"UNC13A : unc-13 homolog A"
"30134"	"H300001576"	"NM_001017437"	"LOC550631"	"LOC550631 : hypothetical protein LOC550631"
"30136"	"H300021255"	"NM_173352"	"K5B"	"K5B : keratin 5b"
"30141"	"H300015485"	"uc002obh.1"	"U2AF1L4"	"U2AF1L4 : U2 small nuclear RNA auxiliary factor 1-like 4"
"30145"	"H300020807"	"NM_032444"	"BTBD12"	"BTBD12 : BTB (POZ) domain containing 12"
"30159"	"H200021057"	"uc003xpx.1"	"HGSNAT"	"HGSNAT : Homo sapiens cDNA: FLJ22242 fis, clone HRC02528."
"30160"	"H300006438"	"NM_004773"	"ZNHIT3"	"ZNHIT3 : thyroid hormone receptor interactor 3 isoform 2"
"30162"	"H300006371"	"NM_000754"	"COMT"	"COMT : catechol-O-methyltransferase isoform MB-COMT"
"30163"	"H200021015"	"uc001bpu.1"	"PHACTR4"	"PHACTR4 : phosphatase and actin regulator 4 isoform 1"
"30165"	"H200021039"	"NM_182853"	"CREM"	"CREM : cAMP responsive element modulator isoform r"
"30168"	"H300007861"	"NM_000873"	"ICAM2"	"ICAM2 : intercellular adhesion molecule 2 precursor"
"30169"	"H200021087"	"NM_012425"	"RSU1"	"RSU1 : ras suppressor protein 1 isoform 1"
"30178"	"H300020925"	"NM_139281"	"WDR36"	"WDR36 : WD repeat domain 36"
"30182"	"H300014651"	"uc001prl.1"	"FXYD2"	"FXYD2 : CDNA FLJ38750 fis, clone KIDNE2012563."
"30184"	"H300002231"	"NM_007350"	"PHLDA1"	"PHLDA1 : pleckstrin homology-like domain, family A,"
"30188"	"H300005769"	"NM_173487"	"LOC132321"	"LOC132321 : hypothetical protein LOC132321"
"30189"	"H300010963"	"NM_015704"	"D15Wsu75e"	"D15Wsu75e : hypothetical protein LOC27351"
"30192"	"H300002719"	"NM_182543"	"NSUN6"	"NSUN6 : NOL1/NOP2/Sun domain family, member 6"
"30193"	"H200019489"	"NM_031942"	"CDCA7"	"CDCA7 : cell division cycle associated 7 isoform 1"
"30194"	"H200020273"	"NM_006939"	"SOS2"	"SOS2 : son of sevenless homolog 2"
"30200"	"H200020255"	"NM_003910"	"BUD31"	"BUD31 : G10 protein"
"30202"	"H200020279"	"uc003gwj.1"	"CR594208"	"CR594208 : Homo sapiens cDNA FLJ32412 fis, clone SKMUS2000690."
"30204"	"H200020303"	"NM_052963"	"TOP1MT"	"TOP1MT : mitochondrial topoisomerase I"
"30205"	"H200019543"	"NM_032753"	"RAXL1"	"RAXL1 : retina and anterior neural fold homeobox like 1"
"30208"	"H200020629"	"NM_182626"	"FLJ25102"	"FLJ25102 : hypothetical protein LOC348738"
"30212"	"H200020677"	"uc004bju.1"	"AK057447"	"AK057447 : Homo sapiens cDNA FLJ32885 fis, clone TESTI2004243."
"30213"	"H200019917"	"NM_052839"	"PANX2"	"PANX2 : pannexin 2"
"30215"	"H200019941"	"NM_014516"	"CNOT3"	"CNOT3 : CCR4-NOT transcription complex, subunit 3"
"30217"	"H200019875"	"NM_018368"	"LMBRD1"	"LMBRD1 : liver regeneration p-53 related protein"
"30221"	"H200019923"	"NM_178026"	"GGTL3"	"GGTL3 : gamma-glutamyltransferase-like 3"
"30223"	"H200019947"	"NM_019037"	"EXOSC4"	"EXOSC4 : exosome component 4"
"30241"	"H200017999"	"NM_021922"	"FANCE"	"FANCE : Fanconi anemia, complementation group E"
"30242"	"H200018783"	"NM_015296"	"DOCK9"	"DOCK9 : dedicator of cytokinesis 9"
"30246"	"H200019109"	"NM_003128"	"SPTBN1"	"SPTBN1 : spectrin, beta, non-erythrocytic 1 isoform 1"
"30248"	"H200019133"	"NM_024100"	"WDR18"	"WDR18 : WD repeat domain 18"
"30252"	"H200019181"	"NM_031407"	"HUWE1"	"HUWE1 : HECT, UBA and WWE domain containing 1"
"30254"	"H200019115"	"uc001mcy.1"	"APBB1"	"APBB1 : Homo sapiens adaptor protein FE65a2 (APBB1) mRNA, APBB1-2 allele, partial cds; alternatively spliced."
"30256"	"H200019139"	"NM_003255"	"TIMP2"	"TIMP2 : tissue inhibitor of metalloproteinase 2"
"30258"	"H200019163"	"NM_001441"	"FAAH"	"FAAH : fatty acid amide hydrolase"
"30259"	"H200018403"	"uc004dbs.1"	"NR_001559"	"NR_001559 : Homo sapiens tumor antigen NA88-A pseudogene, complete sequence."
"30262"	"H200016859"	"NM_181775"	"PLXNA4B"	"PLXNA4B : plexin A4, B"
"30268"	"H200017209"	"NM_001959"	"EEF1B2"	"EEF1B2 : eukaryotic translation elongation factor 1 beta"
"30273"	"H200016497"	"NM_018026"	"PACS1"	"PACS1 : phosphofurin acidic cluster sorting protein 1"
"30275"	"H200016521"	"NM_018060"	"IARS2"	"IARS2 : mitochondrial isoleucine tRNA synthetase"
"30276"	"H200017215"	"NM_005169"	"PHOX2A"	"PHOX2A : paired-like homeobox 2a"
"30277"	"H200016455"	"NM_012100"	"DNPEP"	"DNPEP : aspartyl aminopeptidase"
"30279"	"H200016479"	"uc001rms.1"	"GLT8D3"	"GLT8D3 : Glycosyltransferase 8 domain containing 3."
"30280"	"H200017263"	"NM_013433"	"TNPO2"	"TNPO2 : transportin 2 (importin 3, karyopherin beta 2b)"
"30281"	"H200016503"	"NM_021800"	"DNAJC12"	"DNAJC12 : J domain containing protein 1 isoform a"
"30282"	"H200017287"	"NM_002381"	"MATN3"	"MATN3 : matrilin 3 precursor"
"30283"	"H200016527"	"NM_024917"	"CXorf34"	"CXorf34 : hypothetical protein LOC79979"
"30292"	"H200017595"	"NM_018441"	"PECR"	"PECR : peroxisomal trans-2-enoyl-CoA reductase"
"30293"	"H200016835"	"uc003adp.1"	"RP3-477H23.1-001"	"RP3-477H23.1-001 : OTTHUMP00000028696."
"30304"	"H200015387"	"NM_005613"	"RGS4"	"RGS4 : regulator of G-protein signaling 4"
"30305"	"H200014627"	"NM_022739"	"SMURF2"	"SMURF2 : SMAD specific E3 ubiquitin protein ligase 2"
"30306"	"H200015689"	"NM_005301"	"GPR35"	"GPR35 : G protein-coupled receptor 35"
"30308"	"H200015713"	"NM_014935"	"PLEKHA6"	"PLEKHA6 : phosphoinositol 3-phosphate-binding protein-3"
"30312"	"H200015761"	"NM_015584"	"POLDIP2"	"POLDIP2 : DNA polymerase delta interacting protein 2"
"30313"	"H200015001"	"NM_020956"	"PRX"	"PRX : periaxin isoform 1"
"30314"	"H200015695"	"NM_019008"	"FLJ20232"	"FLJ20232 : hypothetical protein LOC54471"
"30317"	"H200014959"	"NM_022915"	"MRPL44"	"MRPL44 : mitochondrial ribosomal protein L44"
"30321"	"H200015007"	"NM_145166"	"ZNF651"	"ZNF651 : zinc finger protein 651"
"30324"	"H200016093"	"NM_006168"	"NKX6-1"	"NKX6-1 : NK6 transcription factor related, locus 1"
"30327"	"H200015357"	"NM_014328"	"RUSC1"	"RUSC1 : nesca protein"
"30331"	"H200013053"	"NM_003615"	"SLC4A7"	"SLC4A7 : solute carrier family 4, sodium bicarbonate"
"30333"	"H200013077"	"NM_003622"	"PPFIBP1"	"PPFIBP1 : PTPRF interacting protein binding protein 1"
"30334"	"H200013861"	"NM_005255"	"GAK"	"GAK : cyclin G associated kinase"
"30335"	"H200013101"	"NM_006688"	"C1QL1"	"C1QL1 : complement component 1, q subcomponent-like 1"
"30339"	"H200013059"	"NM_022144"	"TNMD"	"TNMD : tenomodulin"
"30340"	"H200013843"	"NM_005789"	"PSME3"	"PSME3 : proteasome activator subunit 3 isoform 1"
"30343"	"H200013107"	"NM_145056"	"MGC15476"	"MGC15476 : thymus expressed gene 3-like"
"30347"	"H200013433"	"NM_024776"	"SGK269"	"SGK269 : N/A"
"30348"	"H200014217"	"NM_005766"	"FARP1"	"FARP1 : FERM, RhoGEF, and pleckstrin domain protein 1"
"30350"	"H200014241"	"NM_001008709"	"PPP1CA"	"PPP1CA : protein phosphatase 1, catalytic subunit, alpha"
"30355"	"H200013439"	"NM_018270"	"C20orf20"	"C20orf20 : MRG-binding protein"
"30357"	"H200013463"	"NM_080652"	"TMEM41A"	"TMEM41A : transmembrane protein 41A"
"30359"	"H200013487"	"uc002nmq.1"	"TSSK6"	"TSSK6 : serine/threonine protein kinase SSTK"
"30365"	"H200011207"	"NM_016453"	"NCKIPSD"	"NCKIPSD : NCK interacting protein with SH3 domain isoform"
"30370"	"H200012317"	"NM_002410"	"MGAT5"	"MGAT5 : alpha-1,3(6)-mannosylglycoprotein"
"30371"	"H200011557"	"NM_032982"	"CASP2"	"CASP2 : caspase 2 isoform 1 preproprotein"
"30372"	"H200012341"	"NM_024741"	"ZNF408"	"ZNF408 : zinc finger protein 408"
"30373"	"H200011581"	"NM_015097"	"CLASP2"	"CLASP2 : CLIP-associating protein 2"
"30374"	"H200012275"	"uc001ocw.1"	"ZNHIT2"	"ZNHIT2 : zinc finger, HIT domain containing 2"
"30375"	"H200011515"	"NM_032656"	"DHX37"	"DHX37 : DEAH (Asp-Glu-Ala-His) box polypeptide 37"
"30377"	"H200011539"	"NM_001009571"	"CADPS2"	"CADPS2 : Ca2+-dependent activator protein for secretion 2"
"30379"	"H200011563"	"NM_012090"	"MACF1"	"MACF1 : microfilament and actin filament cross-linker"
"30380"	"H200012347"	"NM_020644"	"TMEM9B"	"TMEM9B : TMEM9 domain family, member B"
"30381"	"H200011587"	"NM_001039877"	"STRN4"	"STRN4 : zinedin isoform 2"
"30386"	"H200012697"	"NM_018941"	"CLN8"	"CLN8 : CLN8 protein"
"30389"	"H200011961"	"NM_181705"	"LOC90624"	"LOC90624 : Lyrm7 homolog"
"30392"	"H200012679"	"NM_015662"	"IFT172"	"IFT172 : selective LIM binding factor homolog"
"30393"	"H200011919"	"NM_001017423"	"ALDH18A1"	"ALDH18A1 : pyrroline-5-carboxylate synthetase isoform 2"
"30395"	"H200011943"	"NM_007165"	"SF3A2"	"SF3A2 : splicing factor 3a, subunit 2"
"30396"	"H200012727"	"NM_152899"	"IL4I1"	"IL4I1 : interleukin 4 induced 1 isoform 1 precursor"
"30398"	"H200010399"	"NM_015359"	"SLC39A14"	"SLC39A14 : solute carrier family 39 (zinc transporter),"
"30400"	"H200010423"	"NM_002292"	"LAMB2"	"LAMB2 : laminin, beta 2 precursor"
"30402"	"H200010447"	"NM_014374"	"REPIN1"	"REPIN1 : replication initiator 1 isoform 2"
"30403"	"H200009687"	"NM_006553"	"C18orf43"	"C18orf43 : chromosome 18 open reading frame 43"
"30405"	"H200009989"	"NM_002386"	"MC1R"	"MC1R : melanocortin 1 receptor"
"30409"	"H200010037"	"NM_025188"	"TRIM45"	"TRIM45 : tripartite motif-containing 45"
"30411"	"H200010061"	"NM_021135"	"RPS6KA2"	"RPS6KA2 : ribosomal protein S6 kinase, 90kDa, polypeptide"
"30414"	"H200010779"	"NM_004163"	"RAB27B"	"RAB27B : RAB27B, member RAS oncogene family"
"30415"	"H200010019"	"NM_001620"	"AHNAK"	"AHNAK : AHNAK nucleoprotein isoform 1"
"30416"	"H200010803"	"uc004bll.1"	"GGTA1"	"GGTA1 : Homo sapiens truncated alpha-1,3-galactosyltransferase mRNA, complete cds."
"30423"	"H200010393"	"NM_003391"	"WNT2"	"WNT2 : wingless-type MMTV integration site family"
"30425"	"H200010417"	"NM_007002"	"ADRM1"	"ADRM1 : adhesion regulating molecule 1 precursor"
"30426"	"H200011201"	"NM_022829"	"SLC13A3"	"SLC13A3 : solute carrier family 13 member 3 isoform a"
"30428"	"H200011135"	"NM_001004722"	"NCK2"	"NCK2 : NCK adaptor protein 2 isoform B"
"30429"	"H200010375"	"NM_006284"	"TAF10"	"TAF10 : TBP-related factor 10"
"30433"	"H200008161"	"NM_012286"	"MORF4L2"	"MORF4L2 : MORF-related gene X"
"30434"	"H200008855"	"NM_018072"	"HEATR1"	"HEATR1 : protein BAP28"
"30435"	"H200008095"	"NM_002905"	"RDH5"	"RDH5 : retinol dehydrogenase 5 (11-cis and 9-cis)"
"30436"	"H200008879"	"NM_007124"	"UTRN"	"UTRN : utrophin"
"30437"	"H200008119"	"NM_006067"	"COX4NB"	"COX4NB : neighbor of COX4"
"30439"	"H200008143"	"NM_014631"	"SH3PXD2A"	"SH3PXD2A : SH3 multiple domains 1"
"30441"	"H200008167"	"NM_018049"	"PLEKHJ1"	"PLEKHJ1 : pleckstrin homology domain containing, family J"
"30442"	"H200009229"	"NM_004390"	"CTSH"	"CTSH : N/A"
"30445"	"H200008493"	"NM_012279"	"ZNF346"	"ZNF346 : zinc finger protein 346"
"30449"	"H200008541"	"NM_005516"	"HLA-E"	"HLA-E : major histocompatibility complex, class I, E"
"30451"	"H200008475"	"NM_001039583"	"PICK1"	"PICK1 : protein interacting with C kinase 1"
"30454"	"H200009283"	"NM_213662"	"STAT3"	"STAT3 : signal transducer and activator of transcription"
"30455"	"H200008523"	"NM_005065"	"SEL1L"	"SEL1L : sel-1 suppressor of lin-12-like"
"30456"	"H200009307"	"NM_170601"	"SIAE"	"SIAE : cytosolic sialic acid 9-O-acetylesterase"
"30457"	"H200008547"	"NM_033286"	"C15orf23"	"C15orf23 : chromosome 15 open reading frame 23"
"30460"	"H200009633"	"NM_145265"	"LOC133957"	"LOC133957 : coiled-coil domain containing 127"
"30462"	"H200009657"	"NM_001040097"	"MOSPD3"	"MOSPD3 : motile sperm domain containing 3 isoform a"
"30463"	"H200008897"	"uc003crb.1"	"KLHL18"	"KLHL18 : Homo sapiens cDNA FLJ13703 fis, clone PLACE2000246, weakly similar to RING CANAL PROTEIN."
"30465"	"H200006569"	"NM_002221"	"ITPKB"	"ITPKB : 1D-myo-inositol-trisphosphate 3-kinase B"
"30468"	"H200007377"	"NM_138402"	"LOC93349"	"LOC93349 : hypothetical protein LOC93349"
"30469"	"H200006617"	"NM_004354"	"CCNG2"	"CCNG2 : cyclin G2"
"30470"	"H200007401"	"NM_005328"	"HAS2"	"HAS2 : hyaluronan synthase 2"
"30471"	"H200006641"	"NM_003146"	"SSRP1"	"SSRP1 : structure specific recognition protein 1"
"30473"	"H200006575"	"NM_015153"	"PHF3"	"PHF3 : PHD finger protein 3"
"30474"	"H200007359"	"NM_017684"	"VPS13C"	"VPS13C : vacuolar protein sorting 13C protein isoform 1A"
"30476"	"H200007383"	"NM_018017"	"C10orf118"	"C10orf118 : CTCL tumor antigen L14-2"
"30477"	"H200006623"	"NM_006378"	"SEMA4D"	"SEMA4D : semaphorin 4D"
"30480"	"H200007709"	"NM_021903"	"GABBR1"	"GABBR1 : gamma-aminobutyric acid (GABA) B receptor 1"
"30481"	"H200006949"	"NM_020457"	"THAP11"	"THAP11 : THAP domain containing 11"
"30482"	"H200007733"	"NM_003152"	"STAT5A"	"STAT5A : signal transducer and activator of transcription"
"30483"	"H200006973"	"NM_004615"	"TSPAN7"	"TSPAN7 : tetraspanin 7"
"30484"	"H200007757"	"NM_016561"	"BFAR"	"BFAR : apoptosis regulator"
"30485"	"H200006997"	"NM_016071"	"MRPS33"	"MRPS33 : mitochondrial ribosomal protein S33"
"30486"	"H200007781"	"NM_001039210"	"CXorf45"	"CXorf45 : hypothetical protein LOC79868"
"30487"	"H200007021"	"NM_000428"	"LTBP2"	"LTBP2 : latent transforming growth factor beta binding"
"30488"	"H200007715"	"uc001yff.1"	"C14orf132"	"C14orf132 : Uncharacterized protein C14orf132."
"30490"	"H200007739"	"NM_003023"	"SH3BP2"	"SH3BP2 : SH3-domain binding protein 2"
"30491"	"H200006979"	"uc001pxy.1"	"BC032903"	"BC032903 : Homo sapiens cDNA: FLJ21930 fis, clone HEP04301, highly similar to HSU90916 Human clone 23815 mRNA sequence."
"30493"	"H200007003"	"NM_178126"	"LOC162427"	"LOC162427 : hypothetical protein LOC162427"
"30494"	"H200007787"	"NM_013368"	"SERTAD3"	"SERTAD3 : RPA-binding trans-activator"
"30495"	"H200007027"	"NM_006406"	"PRDX4"	"PRDX4 : thioredoxin peroxidase"
"30498"	"H200008113"	"NM_080670"	"SLC35A4"	"SLC35A4 : solute carrier family 35, member A4"
"30500"	"H200005507"	"NM_013373"	"ZDHHC8"	"ZDHHC8 : zinc finger, DHHC domain containing 8"
"30501"	"H200004747"	"NM_014786"	"ARHGEF17"	"ARHGEF17 : Rho guanine nucleotide exchange factor (GEF) 17"
"30502"	"H200005809"	"NM_000168"	"GLI3"	"GLI3 : GLI-Kruppel family member GLI3"
"30504"	"H200005833"	"NM_001007279"	"RRP22"	"RRP22 : RAS-related on chromosome 22 isoform b"
"30506"	"H200005857"	"NM_001018056"	"VLDLR"	"VLDLR : very low density lipoprotein receptor isoform b"
"30509"	"H200005121"	"NM_015185"	"ARHGEF9"	"ARHGEF9 : Cdc42 guanine exchange factor 9"
"30510"	"H200005815"	"NM_002620"	"PF4V1"	"PF4V1 : platelet factor 4 variant 1"
"30511"	"H200005055"	"NM_033303"	"ADRA1A"	"ADRA1A : alpha-1A-adrenergic receptor isoform 2"
"30513"	"H200005079"	"NM_006858"	"TMED1"	"TMED1 : interleukin 1 receptor-like 1 ligand precursor"
"30514"	"H200005863"	"NM_001025366"	"VEGF"	"VEGF : vascular endothelial growth factor A isoform a"
"30518"	"H200006189"	"NM_002979"	"SCP2"	"SCP2 : sterol carrier protein 2 isoform 1 proprotein"
"30519"	"H200005429"	"NM_001031702"	"SEMA5B"	"SEMA5B : semaphorin 5B isoform 1"
"30521"	"H200005453"	"NM_024657"	"MORC4"	"MORC4 : zinc finger, CW type with coiled-coil domain 2"
"30522"	"H200006237"	"NM_003827"	"NAPA"	"NAPA : N-ethylmaleimide-sensitive factor attachment"
"30523"	"H200005477"	"NM_001007467"	"SFI1"	"SFI1 : spindle assembly associated Sfi1 homolog isoform"
"30524"	"H200006261"	"NM_001633"	"AMBP"	"AMBP : alpha-1-microglobulin/bikunin precursor"
"30527"	"H200005435"	"NM_030916"	"PVRL4"	"PVRL4 : poliovirus receptor-related 4"
"30528"	"H200006219"	"NM_005359"	"SMAD4"	"SMAD4 : mothers against decapentaplegic homolog 4"
"30531"	"H200005483"	"NM_018993"	"RIN2"	"RIN2 : Ras and Rab interactor 2"
"30533"	"H300003479"	"uc002ioy.1"	"AK097622"	"AK097622 : Homo sapiens cDNA FLJ40303 fis, clone TESTI2029201."
"30534"	"H200003939"	"NM_018463"	"ITFG2"	"ITFG2 : integrin alpha FG-GAP repeat containing 2"
"30538"	"H200003987"	"NM_014943"	"ZHX2"	"ZHX2 : zinc fingers and homeoboxes 2"
"30539"	"H200003227"	"NM_001047841"	"CMKOR1"	"CMKOR1 : chemokine orphan receptor 1"
"30540"	"H200004289"	"NM_018214"	"LRRC1"	"LRRC1 : leucine rich repeat containing 1"
"30541"	"H200003529"	"NM_001005498"	"RHBDF2"	"RHBDF2 : rhomboid, veinlet-like 6 isoform 2"
"30543"	"H200003553"	"NM_005856"	"RAMP3"	"RAMP3 : receptor activity modifying protein 3 precursor"
"30544"	"H200004337"	"NM_001211"	"BUB1B"	"BUB1B : BUB1 budding uninhibited by benzimidazoles 1"
"30545"	"H200003577"	"NM_033211"	"LOC90355"	"LOC90355 : hypothetical protein LOC90355"
"30546"	"H200004361"	"NM_000486"	"AQP2"	"AQP2 : aquaporin 2"
"30547"	"H200003601"	"NM_138360"	"C14orf121"	"C14orf121 : hypothetical protein LOC90668"
"30549"	"H200003535"	"NM_015466"	"PTPN23"	"PTPN23 : protein tyrosine phosphatase, non-receptor type"
"30550"	"H200004319"	"NM_021110"	"COL14A1"	"COL14A1 : collagen, type XIV, alpha 1"
"30551"	"H200003559"	"NM_152735"	"ZBTB9"	"ZBTB9 : zinc finger and BTB domain containing 9"
"30552"	"H200004343"	"NM_024628"	"SLC12A8"	"SLC12A8 : solute carrier family 12, member 8"
"30553"	"H200003583"	"NM_022758"	"C6orf106"	"C6orf106 : chromosome 6 open reading frame 106 isoform b"
"30555"	"H200003607"	"NM_015216"	"HISPPD1"	"HISPPD1 : Histidine acid phosphatase domain containing 1"
"30556"	"H200004669"	"NM_013355"	"PKN3"	"PKN3 : protein kinase PKNbeta"
"30557"	"H200003909"	"NM_002894"	"RBBP8"	"RBBP8 : retinoblastoma binding protein 8 isoform a"
